"Place","State","Latitude","Longitude","TotalPopulation","MalePopulation","FemalePopulation","MedianAge","AgricultureForestryandFishing","Mining","Manufacturing","ElectricityGasWaterWasteService","Construction","Wholesale","Retail","AccomodationFoodServices","TransportWarehousing","ITMediaTelecommunications","FinancialInsurance","RentalHiringRealEstate","ProfessionalScientificTechnical","AdministrativeSupport","PublicAdministration","EducationTraining","HealthCareSocial","ArtsRecreation","Other","MainEmployingIndustry","URL","bestImage"
"Barcaldine","QLD",-23.5545,145.2843,3292,1660,1632,39.7,31.8,2.1,2.9,1.2,10.1,1.4,6.2,3.5,5.2,0.3,0.2,0.7,2.7,0.9,10.2,5.8,9,0.4,2.4,"Agriculture, Forestry and Fishing","http://www.abc.net.au/local/photos/2014/12/01/4139865.htm","http://www.abc.net.au/reslib/201412/r1363152_19174946.jpg"
"Rockhampton","QLD",-23.3782,150.5106,112333,56561,55772,37,2.3,5.3,7.6,2.6,8.8,3.5,10.9,7.2,6.2,0.8,1.7,1.5,3.8,2.4,6.6,9,12.8,0.8,4.2,"Health Care & Social Assistance","http://www.abc.net.au/local/photos/2014/12/03/4141033.htm","http://www.abc.net.au/reslib/201412/r1363916_19189594.jpg"
"Sydney","NSW",NULL,NULL,183281,97499,85782,32.6,0.1,0.2,3.6,0.5,3.1,3.8,7.6,10,3.1,6.1,10.1,1.8,16.8,4.4,5.6,7.3,7.9,3,2.8,"Professional Scientific & Technical Services","http://www.abc.net.au/local/photos/2014/12/02/4140767.htm","http://www.abc.net.au/reslib/201412/r1363691_19185351.jpg"
"Ballarat","VIC",-37.5675,143.8509,95185,46401,48784,36.8,1.5,0.7,10.7,1,8.7,2.5,12.7,7.4,3.5,2,2,1.1,5.6,2.5,6,9.8,15.3,1.8,3.5,"Health Care & Social Assistance","http://www.abc.net.au/local/photos/2014/12/02/4140574.htm","http://www.abc.net.au/reslib/201412/r1363494_19180528.jpg"
"Sydney","NSW",-33.8631,151.2043,183281,97499,85782,32.6,0.1,0.2,3.6,0.5,3.1,3.8,7.6,10,3.1,6.1,10.1,1.8,16.8,4.4,5.6,7.3,7.9,3,2.8,"Professional Scientific & Technical Services","http://www.abc.net.au/local/photos/2014/11/21/4133872.htm","http://www.abc.net.au/reslib/201412/r1363641_19184043.jpg"
"Newcastle","NSW",-32.9298,151.7828,155550,77444,78106,37.1,0.3,1.6,9.2,1.6,6.6,2.9,10.4,7.8,4.1,1.2,3.4,1.5,7.4,3,6.9,9.5,16,1.4,3.7,"Health Care & Social Assistance","http://www.abc.net.au/local/photos/2014/12/02/4140557.htm","http://www.abc.net.au/reslib/201412/r1363571_19182567.jpg"
"Bundaberg","QLD",-24.8683,152.3459,92063,45573,46490,42.8,9.4,2.3,8.6,1.1,8.1,3,12.8,6.4,3.8,0.8,1.7,1.4,3.4,2.8,5,8,14.6,0.7,3.9,"Health Care & Social Assistance","http://www.abc.net.au/local/photos/2014/12/02/4140392.htm","http://www.abc.net.au/reslib/201412/r1363476_19180263.jpg"
"Kempsey","NSW",-31.0714,152.826,29128,14734,14394,44.4,5.2,0.4,7.6,1.2,9,2.5,13.6,9,4.5,0.7,1.3,1.1,3.2,3.2,6.6,8.9,15.4,1,3.3,"Health Care & Social Assistance","http://www.abc.net.au/local/photos/2014/11/14/4128605.htm","http://www.abc.net.au/reslib/201411/r1355648_19019954.jpg"
"Gladstone","QLD",-23.8475,151.2578,59461,31068,28393,35.1,1.6,3.4,17,2.6,13.8,2.4,9.5,5.9,7.7,0.4,1.1,1.8,7.3,2.5,3.9,6.3,6.4,0.5,3.4,"Manufacturing","http://www.abc.net.au/local/photos/2014/12/02/4140238.htm","http://www.abc.net.au/reslib/201412/r1363391_19178735.jpg"
"Mackay","QLD",-21.155,149.1664,115960,60205,55755,35.7,3.2,11.1,9.5,0.9,10.3,4.5,10.1,5.9,6.8,0.6,1.4,1.8,4.7,2.5,4,5.8,8.7,0.5,5.3,"Mining","http://www.abc.net.au/local/photos/2014/12/01/4139506.htm","http://www.abc.net.au/reslib/201412/r1362903_19169650.jpg"
"Albury","NSW",-36.0765,146.9227,49451,24130,25321,37.3,1,0.2,12.6,0.8,8.6,3.3,12.6,7.9,4.2,1.3,2.1,1.3,4.5,2.8,7.5,8.7,13.7,1,4,"Health Care & Social Assistance","http://www.abc.net.au/local/photos/2014/11/20/4132866.htm","http://www.abc.net.au/reslib/201411/r1358811_19087155.jpg"
"Townsville","QLD",-19.2643,146.8118,180114,90460,89654,33.2,0.5,2.9,7.6,1.6,9.9,3,10.7,6.9,5.1,1.4,1.6,1.6,4.7,3,11.9,8.1,12.5,1.3,3.7,"Health Care & Social Assistance","http://www.abc.net.au/local/photos/2014/12/01/4139519.htm","http://www.abc.net.au/reslib/201412/r1362918_19170176.JPG"
"Parkes","NSW",-33.1388,148.1747,15083,7486,7597,39.1,11.3,7.2,5.5,1.1,5.9,2.9,11.6,7.4,6.7,0.6,1.2,0.8,3.2,2.1,6.9,7.3,11.3,0.6,4.5,"Retail Trade","http://www.abc.net.au/local/photos/2014/12/01/4139535.htm","http://www.abc.net.au/reslib/201412/r1362921_19170137.jpg"
"Albury","NSW",-36.0765,146.9227,49451,24130,25321,37.3,1,0.2,12.6,0.8,8.6,3.3,12.6,7.9,4.2,1.3,2.1,1.3,4.5,2.8,7.5,8.7,13.7,1,4,"Health Care & Social Assistance","http://www.abc.net.au/local/photos/2014/11/29/4138905.htm","http://www.abc.net.au/reslib/201411/r1362480_19160776.jpg"
"Broken Hill","NSW",NULL,NULL,19151,9401,9750,43.1,1.2,10.4,3.2,2.6,5.7,2.1,13.2,9.7,3.8,1,1.5,0.7,2.4,3.1,7.7,8.3,16.2,0.9,3.8,"Health Care & Social Assistance","http://www.abc.net.au/local/photos/2014/11/28/4138349.htm","http://www.abc.net.au/reslib/201411/r1362088_19153095.jpg"
"Bundaberg","QLD",-24.852645,152.336476,92063,45573,46490,42.8,9.4,2.3,8.6,1.1,8.1,3,12.8,6.4,3.8,0.8,1.7,1.4,3.4,2.8,5,8,14.6,0.7,3.9,"Health Care & Social Assistance","http://www.abc.net.au/local/photos/2014/11/28/4138022.htm","http://www.abc.net.au/reslib/201411/r1361874_19148274.JPG"
"Orange","NSW",-33.2846,149.0988,39419,19425,19994,35.7,2,6.4,8.6,0.9,7.2,2.8,11.4,6.5,3.9,1,1.9,1.3,4.5,2.8,7,8.7,16.2,0.6,4.5,"Health Care & Social Assistance","http://www.abc.net.au/local/photos/2014/11/27/4137148.htm","http://www.abc.net.au/reslib/201411/r1361305_19136425.jpg"
"Mount Gambier","SA",-37.8252,140.7811,25773,12524,13249,37.6,4.7,0.4,14.7,0.8,7.7,3.5,14.5,8,4.5,1.1,1.9,1.2,2.7,3.2,4.5,7.6,11.8,0.9,4.4,"Manufacturing","http://www.abc.net.au/local/photos/2014/11/28/4137998.htm","http://www.abc.net.au/reslib/201411/r1361855_19147879.jpg"
"Mount Gambier","SA",-37.8252,140.7811,25773,12524,13249,37.6,4.7,0.4,14.7,0.8,7.7,3.5,14.5,8,4.5,1.1,1.9,1.2,2.7,3.2,4.5,7.6,11.8,0.9,4.4,"Manufacturing","http://www.abc.net.au/local/photos/2014/11/28/4137882.htm","http://www.abc.net.au/news/linkableblob/5290252/data/qantaslink-data.jpg"
"Bundaberg","QLD",-24.8683,152.3459,92063,45573,46490,42.8,9.4,2.3,8.6,1.1,8.1,3,12.8,6.4,3.8,0.8,1.7,1.4,3.4,2.8,5,8,14.6,0.7,3.9,"Health Care & Social Assistance","http://www.abc.net.au/local/photos/2014/11/26/4136705.htm","http://www.abc.net.au/reslib/201411/r1361033_19131722.jpg"
"Mount Gambier","SA",-37.8252,140.7811,25773,12524,13249,37.6,4.7,0.4,14.7,0.8,7.7,3.5,14.5,8,4.5,1.1,1.9,1.2,2.7,3.2,4.5,7.6,11.8,0.9,4.4,"Manufacturing","http://www.abc.net.au/local/photos/2014/12/19/4151854.htm","http://www.abc.net.au/reslib/201406/r1292482_17603258.jpg"
"Wollongong","NSW",-34.4263,150.8927,202068,101108,100960,38.2,0.3,2.7,9.7,1.1,7.2,2.5,9.8,7.2,4.9,1.4,3.9,1.5,5.7,3.2,7,11.1,13.4,1.4,4,"Health Care & Social Assistance","http://www.abc.net.au/local/photos/2014/11/27/4137194.htm","http://www.abc.net.au/reslib/201411/r1360948_19129992.jpg"
"Mount Gambier","SA",-37.8252,140.7811,25773,12524,13249,37.6,4.7,0.4,14.7,0.8,7.7,3.5,14.5,8,4.5,1.1,1.9,1.2,2.7,3.2,4.5,7.6,11.8,0.9,4.4,"Manufacturing","http://www.abc.net.au/local/photos/2014/11/26/4136496.htm","http://www.abc.net.au/reslib/201411/r1360904_19128713.jpg"
"Gladstone","QLD",-23.8475,151.2578,59461,31068,28393,35.1,1.6,3.4,17,2.6,13.8,2.4,9.5,5.9,7.7,0.4,1.1,1.8,7.3,2.5,3.9,6.3,6.4,0.5,3.4,"Manufacturing","http://www.abc.net.au/local/photos/2014/11/25/4135533.htm","http://www.abc.net.au/reslib/201411/r1360300_19116477.jpg"
"Esperance","WA",-33.8614,121.8811,13879,6888,6991,38,15.8,3.1,4.4,1.2,8.3,3.9,10.4,6.7,9.1,0.6,1.5,1.1,2.9,2.2,4.6,8.2,8.7,0.7,4.4,"Agriculture, Forestry and Fishing","http://www.abc.net.au/local/photos/2014/11/25/4135894.htm","http://www.abc.net.au/reslib/201411/r1360531_19121152.jpg"
"Wollongong","NSW",-34.4263,150.8927,202068,101108,100960,38.2,0.3,2.7,9.7,1.1,7.2,2.5,9.8,7.2,4.9,1.4,3.9,1.5,5.7,3.2,7,11.1,13.4,1.4,4,"Health Care & Social Assistance","http://www.abc.net.au/local/photos/2014/11/24/4134655.htm","http://www.abc.net.au/reslib/201411/r1359779_19106302.jpg"
"Ballarat","VIC",-37.5675,143.8509,95185,46401,48784,36.8,1.5,0.7,10.7,1,8.7,2.5,12.7,7.4,3.5,2,2,1.1,5.6,2.5,6,9.8,15.3,1.8,3.5,"Health Care & Social Assistance","http://www.abc.net.au/local/photos/2014/11/25/4135464.htm","http://www.abc.net.au/reslib/201411/r1360257_19115490.jpg"
"Rockhampton","QLD",-23.3782,150.5106,112333,56561,55772,37,2.3,5.3,7.6,2.6,8.8,3.5,10.9,7.2,6.2,0.8,1.7,1.5,3.8,2.4,6.6,9,12.8,0.8,4.2,"Health Care & Social Assistance","http://www.abc.net.au/local/photos/2014/11/25/4135888.htm","http://www.abc.net.au/reslib/201411/r1360542_19121427.jpg"
"Toowoomba","QLD",-27.5622,151.9528,155473,76067,79406,37.2,6.3,1.8,9.3,1.1,7.9,3.7,10.9,5.7,4.7,1,2.8,1.3,4.3,2.2,6.7,9.9,13.6,0.9,4,"Health Care & Social Assistance","http://www.abc.net.au/local/photos/2014/11/25/4135535.htm","http://www.abc.net.au/reslib/201411/r1360457_19119693.jpg"
"Mount Gambier","SA",-37.8252,140.7811,25773,12524,13249,37.6,4.7,0.4,14.7,0.8,7.7,3.5,14.5,8,4.5,1.1,1.9,1.2,2.7,3.2,4.5,7.6,11.8,0.9,4.4,"Manufacturing","http://www.abc.net.au/local/photos/2014/11/25/4135516.htm","http://www.abc.net.au/reslib/201411/r1360289_19116331.jpg"
"Bourke","NSW",-30.0916,145.9442,3053,1569,1484,34.8,19.1,1,1.4,1.6,4.3,1.3,9.3,4.6,2.1,1.3,1,0.4,1.5,2,14.7,11.8,14.7,1.4,3.1,"Agriculture, Forestry and Fishing","http://www.abc.net.au/local/photos/2014/11/20/4132731.htm","http://www.abc.net.au/reslib/201411/r1358452_19080302.jpg"
"Longreach","QLD",-23.4445,144.2475,4296,2109,2187,34.2,17,0.9,2.5,0.7,8.3,2.5,10.3,6.7,4.5,1.3,2,0.9,2.2,2,8.6,9.4,11.8,1.6,4.2,"Agriculture, Forestry and Fishing","http://www.abc.net.au/local/photos/2014/11/24/4135017.htm","http://www.abc.net.au/reslib/201411/r1359989_19110576.JPG"
"Toowoomba","QLD",-27.5622,151.9528,155473,76067,79406,37.2,6.3,1.8,9.3,1.1,7.9,3.7,10.9,5.7,4.7,1,2.8,1.3,4.3,2.2,6.7,9.9,13.6,0.9,4,"Health Care & Social Assistance","http://www.abc.net.au/local/photos/2014/11/24/4134748.htm","http://www.abc.net.au/reslib/201411/r1359933_19109158.jpg"
"Busselton","WA",-33.6537,115.344,31523,15263,16260,39.7,4.7,4.3,7,0.8,14,2.3,12.9,10.5,3.1,0.6,1.7,2.3,4.6,4.1,4.1,7.2,8.9,0.9,3.9,"Construction","http://www.abc.net.au/local/photos/2014/11/24/4134857.htm","http://www.abc.net.au/reslib/201411/r1359852_19107531.jpg"
"Ballarat","VIC",-37.5675,143.8509,95185,46401,48784,36.8,1.5,0.7,10.7,1,8.7,2.5,12.7,7.4,3.5,2,2,1.1,5.6,2.5,6,9.8,15.3,1.8,3.5,"Health Care & Social Assistance","http://www.abc.net.au/local/photos/2014/11/20/4132567.htm","http://www.abc.net.au/reslib/201411/r1358321_19077060.jpg"
"Gosford","NSW",-33.4246,151.3441,168323,81772,86551,41.6,0.7,0.4,7.6,1.1,9.1,3.5,11.7,6.9,4,2.4,3.6,1.8,6.6,3.4,6.5,7.9,15,1.6,4,"Health Care & Social Assistance","http://www.abc.net.au/local/photos/2014/11/24/4134635.htm","http://www.abc.net.au/reslib/201411/r1359775_19106220.jpg"
"Mackay","QLD",-21.155,149.1664,115960,60205,55755,35.7,3.2,11.1,9.5,0.9,10.3,4.5,10.1,5.9,6.8,0.6,1.4,1.8,4.7,2.5,4,5.8,8.7,0.5,5.3,"Mining","http://www.abc.net.au/local/photos/2014/11/21/4133596.htm","http://www.abc.net.au/reslib/201411/r1359033_19092062.jpg"
"Albany","WA",-35.0239,117.8805,34873,17066,17807,40.8,6.4,1.6,7,1.3,10,2.7,13.4,6.4,4.2,0.8,1.8,1.7,4.1,3,7,9,12.7,1.1,4.1,"Retail Trade","http://www.abc.net.au/local/photos/2014/11/21/4133580.htm","http://www.abc.net.au/reslib/201411/r1358974_19090752.jpg"
"Longreach","QLD",-23.4445,144.2475,4296,2109,2187,34.2,17,0.9,2.5,0.7,8.3,2.5,10.3,6.7,4.5,1.3,2,0.9,2.2,2,8.6,9.4,11.8,1.6,4.2,"Agriculture, Forestry and Fishing","http://www.abc.net.au/local/photos/2014/11/20/4133027.htm","http://www.abc.net.au/reslib/201411/r1358657_19084654.JPG"
"Mount Gambier","SA",-37.8252,140.7811,25773,12524,13249,37.6,4.7,0.4,14.7,0.8,7.7,3.5,14.5,8,4.5,1.1,1.9,1.2,2.7,3.2,4.5,7.6,11.8,0.9,4.4,"Manufacturing","http://www.abc.net.au/local/photos/2014/11/21/4133391.htm","http://www.abc.net.au/reslib/201411/r1358639_19084305.jpg"
"Bundaberg","QLD",-24.8683,152.3459,92063,45573,46490,42.8,9.4,2.3,8.6,1.1,8.1,3,12.8,6.4,3.8,0.8,1.7,1.4,3.4,2.8,5,8,14.6,0.7,3.9,"Health Care & Social Assistance","http://www.abc.net.au/local/photos/2014/11/21/4133488.htm","http://www.abc.net.au/reslib/201411/r1358949_19090174.JPG"
"Toowoomba","QLD",-27.5622,151.9528,155473,76067,79406,37.2,6.3,1.8,9.3,1.1,7.9,3.7,10.9,5.7,4.7,1,2.8,1.3,4.3,2.2,6.7,9.9,13.6,0.9,4,"Health Care & Social Assistance","http://www.abc.net.au/local/photos/2014/11/20/4133128.htm","http://www.abc.net.au/reslib/201411/r1358734_19086089.jpg"
"Esperance","WA",-33.8614,121.8811,13879,6888,6991,38,15.8,3.1,4.4,1.2,8.3,3.9,10.4,6.7,9.1,0.6,1.5,1.1,2.9,2.2,4.6,8.2,8.7,0.7,4.4,"Agriculture, Forestry and Fishing","http://www.abc.net.au/local/photos/2014/11/18/4131256.htm","http://www.abc.net.au/reslib/201411/r1357514_19060235.jpg"
"Rockhampton","QLD",-23.3782,150.5106,112333,56561,55772,37,2.3,5.3,7.6,2.6,8.8,3.5,10.9,7.2,6.2,0.8,1.7,1.5,3.8,2.4,6.6,9,12.8,0.8,4.2,"Health Care & Social Assistance","http://www.abc.net.au/local/photos/2014/11/19/4131995.htm","http://www.abc.net.au/reslib/201411/r1357941_19068906.jpg"
"Mount Gambier","SA",-37.8252,140.7811,25773,12524,13249,37.6,4.7,0.4,14.7,0.8,7.7,3.5,14.5,8,4.5,1.1,1.9,1.2,2.7,3.2,4.5,7.6,11.8,0.9,4.4,"Manufacturing","http://www.abc.net.au/local/photos/2014/11/20/4132654.htm","http://www.abc.net.au/reslib/201411/r1358418_19079444.jpg"
"Toowoomba","QLD",-27.5622,151.9528,155473,76067,79406,37.2,6.3,1.8,9.3,1.1,7.9,3.7,10.9,5.7,4.7,1,2.8,1.3,4.3,2.2,6.7,9.9,13.6,0.9,4,"Health Care & Social Assistance","http://www.abc.net.au/local/photos/2014/11/20/4132520.htm","http://www.abc.net.au/reslib/201411/r1358334_19077392.jpg"
"Toowoomba","QLD",-27.5622,151.9528,155473,76067,79406,37.2,6.3,1.8,9.3,1.1,7.9,3.7,10.9,5.7,4.7,1,2.8,1.3,4.3,2.2,6.7,9.9,13.6,0.9,4,"Health Care & Social Assistance","http://www.abc.net.au/local/photos/2014/11/13/4127669.htm","http://www.abc.net.au/reslib/201411/r1355198_19010595.jpg"
"Toowoomba","QLD",-27.5622,151.9528,155473,76067,79406,37.2,6.3,1.8,9.3,1.1,7.9,3.7,10.9,5.7,4.7,1,2.8,1.3,4.3,2.2,6.7,9.9,13.6,0.9,4,"Health Care & Social Assistance","http://www.abc.net.au/local/photos/2014/11/16/4129707.htm","http://www.abc.net.au/reslib/201411/r1356558_19041002.jpg"
"Bellingen","NSW",-30.4541,152.898,12923,6312,6611,46.2,7.6,0.4,6.9,0.9,8.5,2.4,10.6,8.7,3.1,0.9,1.3,1.2,4.8,3.2,5.5,11.4,15.1,1.7,3.2,"Health Care & Social Assistance","http://www.abc.net.au/local/photos/2014/11/20/4132371.htm","http://www.abc.net.au/reslib/201411/r1358274_19075980.jpg"
"Bundaberg","QLD",-24.8683,152.3459,92063,45573,46490,42.8,9.4,2.3,8.6,1.1,8.1,3,12.8,6.4,3.8,0.8,1.7,1.4,3.4,2.8,5,8,14.6,0.7,3.9,"Health Care & Social Assistance","http://www.abc.net.au/local/photos/2014/11/19/4131714.htm","http://www.abc.net.au/reslib/201411/r1357874_19067341.jpg"
"Toowoomba","QLD",-27.5622,151.9528,155473,76067,79406,37.2,6.3,1.8,9.3,1.1,7.9,3.7,10.9,5.7,4.7,1,2.8,1.3,4.3,2.2,6.7,9.9,13.6,0.9,4,"Health Care & Social Assistance","http://www.abc.net.au/local/photos/2014/11/18/4131319.htm","http://www.abc.net.au/reslib/201411/r1357557_19061207.jpg"
"Mount Isa","QLD",-20.7287,139.4897,22079,11792,10287,30.3,1.2,31.4,4.6,1.3,5.7,2.6,8.1,5.1,3.8,0.6,0.8,1.4,2.2,2.9,6,6.9,9.3,0.3,3.6,"Mining","http://www.abc.net.au/local/photos/2014/11/18/4131286.htm","http://www.abc.net.au/reslib/201411/r1357541_19060835.jpg"
"Newcastle","NSW",-32.9298,151.7828,155550,77444,78106,37.1,0.3,1.6,9.2,1.6,6.6,2.9,10.4,7.8,4.1,1.2,3.4,1.5,7.4,3,6.9,9.5,16,1.4,3.7,"Health Care & Social Assistance","http://www.abc.net.au/local/photos/2014/11/18/4130940.htm","http://www.abc.net.au/reslib/201411/r1357297_19055097.JPG"
"Newcastle","NSW",-32.9298,151.7828,155550,77444,78106,37.1,0.3,1.6,9.2,1.6,6.6,2.9,10.4,7.8,4.1,1.2,3.4,1.5,7.4,3,6.9,9.5,16,1.4,3.7,"Health Care & Social Assistance","http://www.abc.net.au/local/photos/2014/11/18/4131079.htm","http://www.abc.net.au/reslib/201411/r1357404_19057518.jpg"
"Kellerberrin","WA",-31.6336,117.7187,1211,606,605,44.6,24.2,2.2,7.6,2,4.6,1.7,11.3,3.5,4.4,0,0.7,0,0.9,0.7,5.9,10.9,13.3,1.1,2.4,"Agriculture, Forestry and Fishing","http://www.abc.net.au/local/photos/2014/11/18/4131055.htm","http://www.abc.net.au/reslib/201411/r1357345_19055894.jpg"
"Townsville","QLD",-19.2643,146.8118,180114,90460,89654,33.2,0.5,2.9,7.6,1.6,9.9,3,10.7,6.9,5.1,1.4,1.6,1.6,4.7,3,11.9,8.1,12.5,1.3,3.7,"Health Care & Social Assistance","http://www.abc.net.au/local/photos/2014/11/18/4130906.htm","http://www.abc.net.au/reslib/201411/r1356964_19049107.JPG"
"Bundaberg","QLD",-24.8683,152.3459,92063,45573,46490,42.8,9.4,2.3,8.6,1.1,8.1,3,12.8,6.4,3.8,0.8,1.7,1.4,3.4,2.8,5,8,14.6,0.7,3.9,"Health Care & Social Assistance","http://www.abc.net.au/local/photos/2014/11/18/4130842.htm","http://www.abc.net.au/reslib/201411/r1357217_19053343.JPG"
"Mount Gambier","SA",-37.8252,140.7811,25773,12524,13249,37.6,4.7,0.4,14.7,0.8,7.7,3.5,14.5,8,4.5,1.1,1.9,1.2,2.7,3.2,4.5,7.6,11.8,0.9,4.4,"Manufacturing","http://www.abc.net.au/local/photos/2014/11/17/4130409.htm","http://www.abc.net.au/reslib/201411/r1356968_19049253.jpg"
"Toowoomba","QLD",-27.5622,151.9528,155473,76067,79406,37.2,6.3,1.8,9.3,1.1,7.9,3.7,10.9,5.7,4.7,1,2.8,1.3,4.3,2.2,6.7,9.9,13.6,0.9,4,"Health Care & Social Assistance","http://www.abc.net.au/local/photos/2014/11/17/4130141.htm","http://www.abc.net.au/reslib/201411/r1356857_19046779.jpg"
"Ballarat","VIC",-37.5675,143.8509,95185,46401,48784,36.8,1.5,0.7,10.7,1,8.7,2.5,12.7,7.4,3.5,2,2,1.1,5.6,2.5,6,9.8,15.3,1.8,3.5,"Health Care & Social Assistance","http://www.abc.net.au/local/photos/2014/11/14/4128508.htm","http://www.abc.net.au/reslib/201411/r1355686_19020765.jpg"
"Wollongong","NSW",-34.4263,150.8927,202068,101108,100960,38.2,0.3,2.7,9.7,1.1,7.2,2.5,9.8,7.2,4.9,1.4,3.9,1.5,5.7,3.2,7,11.1,13.4,1.4,4,"Health Care & Social Assistance","http://www.abc.net.au/local/photos/2014/11/17/4130137.htm","http://www.abc.net.au/reslib/201411/r1356718_19044030.jpg"
"Newcastle","NSW",-32.9298,151.7828,155550,77444,78106,37.1,0.3,1.6,9.2,1.6,6.6,2.9,10.4,7.8,4.1,1.2,3.4,1.5,7.4,3,6.9,9.5,16,1.4,3.7,"Health Care & Social Assistance","http://www.abc.net.au/local/photos/2014/11/17/4129999.htm","http://www.abc.net.au/reslib/201411/r1356707_19043731.jpg"
"Gosford","NSW",-33.4246,151.3441,168323,81772,86551,41.6,0.7,0.4,7.6,1.1,9.1,3.5,11.7,6.9,4,2.4,3.6,1.8,6.6,3.4,6.5,7.9,15,1.6,4,"Health Care & Social Assistance","http://www.abc.net.au/local/photos/2014/11/15/4129359.htm","http://www.abc.net.au/reslib/201411/r1356286_19034251.jpg"
"Toowoomba","QLD",-27.5622,151.9528,155473,76067,79406,37.2,6.3,1.8,9.3,1.1,7.9,3.7,10.9,5.7,4.7,1,2.8,1.3,4.3,2.2,6.7,9.9,13.6,0.9,4,"Health Care & Social Assistance","http://www.abc.net.au/local/photos/2014/11/14/4128669.htm","http://www.abc.net.au/reslib/201411/r1355832_19024095.jpg"
"Mount Gambier","SA",-37.8252,140.7811,25773,12524,13249,37.6,4.7,0.4,14.7,0.8,7.7,3.5,14.5,8,4.5,1.1,1.9,1.2,2.7,3.2,4.5,7.6,11.8,0.9,4.4,"Manufacturing","http://www.abc.net.au/local/photos/2014/11/14/4128353.htm","http://www.abc.net.au/reslib/201411/r1355377_19014568.jpg"
"Broken Hill","NSW",NULL,NULL,19151,9401,9750,43.1,1.2,10.4,3.2,2.6,5.7,2.1,13.2,9.7,3.8,1,1.5,0.7,2.4,3.1,7.7,8.3,16.2,0.9,3.8,"Health Care & Social Assistance","http://www.abc.net.au/local/photos/2014/11/13/4127517.htm","http://www.abc.net.au/reslib/201411/r1355653_19020050.JPG"
"Mackay","QLD",-21.155,149.1664,115960,60205,55755,35.7,3.2,11.1,9.5,0.9,10.3,4.5,10.1,5.9,6.8,0.6,1.4,1.8,4.7,2.5,4,5.8,8.7,0.5,5.3,"Mining","http://www.abc.net.au/local/photos/2014/11/14/4128627.htm","http://www.abc.net.au/reslib/201411/r1355773_19022826.jpg"
"Maitland","NSW",-32.7407,151.5616,69924,34546,35378,35.9,1,6.4,11.7,1.5,8.2,3.1,11.5,6.6,4.6,0.8,2.2,1.5,5.1,3.2,5.9,7.1,11.6,1,5,"Manufacturing","http://www.abc.net.au/local/photos/2014/11/14/4128675.htm","http://www.abc.net.au/reslib/201411/r1355801_19023368.JPG"
"Sydney","NSW",-33.8631,151.2043,183281,97499,85782,32.6,0.1,0.2,3.6,0.5,3.1,3.8,7.6,10,3.1,6.1,10.1,1.8,16.8,4.4,5.6,7.3,7.9,3,2.8,"Professional Scientific & Technical Services","http://www.abc.net.au/local/photos/2014/11/13/4127935.htm","http://www.abc.net.au/reslib/201411/r1355334_19013606.JPG"
"Mackay","QLD",-21.155,149.1664,115960,60205,55755,35.7,3.2,11.1,9.5,0.9,10.3,4.5,10.1,5.9,6.8,0.6,1.4,1.8,4.7,2.5,4,5.8,8.7,0.5,5.3,"Mining","http://www.abc.net.au/local/photos/2014/11/13/4127736.htm","http://www.abc.net.au/reslib/201411/r1355233_19011574.jpg"
"Parkes","NSW",-33.1388,148.1747,15083,7486,7597,39.1,11.3,7.2,5.5,1.1,5.9,2.9,11.6,7.4,6.7,0.6,1.2,0.8,3.2,2.1,6.9,7.3,11.3,0.6,4.5,"Retail Trade","http://www.abc.net.au/local/photos/2014/11/13/4127664.htm","http://www.abc.net.au/reslib/201411/r1355156_19009529.jpg"
"Cowra","NSW",-33.8371,148.6954,12523,6311,6212,44.9,15.4,0.9,10.3,1.3,5.6,4.1,11.5,7,4.1,0.6,1.3,1.1,2.7,1.7,5,8.2,12.2,0.9,3.6,"Agriculture, Forestry and Fishing","http://www.abc.net.au/local/photos/2014/11/11/4126101.htm","http://www.abc.net.au/reslib/201411/r1354266_18991418.jpg"
"Coffs Harbour","NSW",-30.315,153.118,70972,34740,36232,42.2,3.6,0.3,5.2,0.9,9.5,2.6,13.8,10,3.6,1.2,2.2,1.9,4.6,3.1,6.2,8.6,15.3,1.5,4.1,"Health Care & Social Assistance","http://www.abc.net.au/local/photos/2014/11/13/4127599.htm","http://www.abc.net.au/reslib/201411/r1355126_19008487.jpg"
"Townsville","QLD",-19.2643,146.8118,180114,90460,89654,33.2,0.5,2.9,7.6,1.6,9.9,3,10.7,6.9,5.1,1.4,1.6,1.6,4.7,3,11.9,8.1,12.5,1.3,3.7,"Health Care & Social Assistance","http://www.abc.net.au/local/photos/2014/11/12/4126872.htm","http://www.abc.net.au/reslib/201411/r1354696_19000623.jpg"
"Newcastle","NSW",-32.9298,151.7828,155550,77444,78106,37.1,0.3,1.6,9.2,1.6,6.6,2.9,10.4,7.8,4.1,1.2,3.4,1.5,7.4,3,6.9,9.5,16,1.4,3.7,"Health Care & Social Assistance","http://www.abc.net.au/local/photos/2014/11/12/4126878.htm","http://www.abc.net.au/reslib/201411/r1354704_19000498.JPG"
"Barcaldine","QLD",-23.5545,145.2843,3292,1660,1632,39.7,31.8,2.1,2.9,1.2,10.1,1.4,6.2,3.5,5.2,0.3,0.2,0.7,2.7,0.9,10.2,5.8,9,0.4,2.4,"Agriculture, Forestry and Fishing","http://www.abc.net.au/local/photos/2014/11/11/4126292.htm","http://www.abc.net.au/reslib/201411/r1354385_18994342.JPG"
